"address","storey_range","LATITUDE","LONGITUDE","resale_price","floor_area_sqm","remaining_lease_year","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","storey_01TO03","storey_04TO06","storey_07TO09","storey_10TO12","storey_13TO15","storey_16TO18","storey_19TO21","storey_22TO24","storey_25TO27","storey_28TO30","storey_31TO33","storey_34TO36","storey_37TO39","storey_40TO42","storey_43TO45","storey_46TO48","storey_49TO51"
"8 ST. GEORGE'S LANE","01 TO 03",1.32212658853449,103.859757565681,435000,93,62,7.047,0.474202155121789,0.485226483076071,0.370496890063415,0.70138712259601,0.0699277305910048,0.15861480761645,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 ST. GEORGE'S RD","04 TO 06",1.32214304015031,103.860527604458,370000,82,56,7.053,0.40818593418152,0.426270699575016,0.330030709208887,0.618620337500703,0.1399691804119,0.0810894306069109,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23 ST. GEORGE'S RD","01 TO 03",1.32210154869233,103.86211483721,440000,91,64,6.795,0.288976097729779,0.334534518753238,0.302971879754215,0.454895620083296,0.30870223572459,0.124334394411781,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14 ST. GEORGE'S RD","07 TO 09",1.32212282694162,103.86218890545,470000,93,64,6.795,0.287152308474965,0.334401671002518,0.306690822071002,0.446420327624003,0.317229148609902,0.124382986241452,1,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10 ST. GEORGE'S RD","01 TO 03",1.32212434938077,103.858962948486,488000,104,64,5.879,0.478478301210298,0.435231670801818,0.427676277864537,0.787071137092588,0.0728316209379632,0.24407228616093,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20 ST. GEORGE'S RD","01 TO 03",1.32209710700002,103.860297504321,385000,93,64,7.047,0.42534339886043,0.439676784333214,0.336335292745962,0.644586403519971,0.114711747255283,0.105167182533154,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 ST. GEORGE'S LANE","07 TO 09",1.32214336430991,103.860377759519,460000,93,60,7.047,0.421287545337553,0.437337863350501,0.336929887034944,0.634551834965785,0.124996257359108,0.094877297879209,1,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11 ST. GEORGE'S RD","04 TO 06",1.32211242137325,103.860706369123,486000,104,64,7.053,0.3907303951985,0.410950436705709,0.319591446216254,0.600700800279598,0.157085997962482,0.068909677555906,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4B ST. GEORGE'S LANE","04 TO 06",1.32213619931884,103.859153404514,488888,104,76,5.879,0.474716674689517,0.455726924582139,0.413883480109399,0.766174827949057,0.0626213137672625,0.223095568109153,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 ST. GEORGE'S LANE","07 TO 09",1.32214593170196,103.85999352687,430000,93,60,7.047,0.456059192411669,0.46737375151474,0.357741857462198,0.675515510089277,0.0895268581828234,0.133213516951149,1,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 ST. GEORGE'S LANE","07 TO 09",1.32211542434261,103.858278491201,432000,91,60,5.77,0.495704941443308,0.361320914465539,0.484036984565472,0.861489740023342,0.134590912778841,0.301361787086557,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6 ST. GEORGE'S LANE","07 TO 09",1.32209997711963,103.861051209694,401000,93,60,7.053,0.361450446265289,0.386909526946721,0.307269195347336,0.564820880691671,0.19315066319954,0.0542514034609416,1,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9 ST. GEORGE'S RD","04 TO 06",1.32210911890195,103.860964739701,418000,84,64,7.053,0.369092117819635,0.393264662318891,0.310601493761956,0.573569077273791,0.184213252871215,0.0552085500606391,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6 ST. GEORGE'S LANE","10 TO 12",1.32211071290459,103.861606318978,485000,95,60,6.865,0.321096772889975,0.356626977689385,0.300344152102025,0.506569643745411,0.253365368571518,0.0765653730766977,1,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4B ST. GEORGE'S LANE","04 TO 06",1.32212282475126,103.862274085103,560000,105,76,6.795,0.282917756271806,0.331900110008792,0.308559624161542,0.437821738500354,0.326565698386644,0.115259406613268,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14 ST. GEORGE'S RD","10 TO 12",1.32212145463992,103.862276395195,477000,93,64,6.795,0.282669874883363,0.331689089753996,0.308466180157543,0.437653504187206,0.326793234909489,0.115055679655976,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9 ST. GEORGE'S RD","07 TO 09",1.3221222564391,103.861683533797,428000,84,64,6.865,0.316926183095313,0.354074216574425,0.301488164244891,0.49811806248146,0.262033021098256,0.0822051911569742,1,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23 ST. GEORGE'S RD","04 TO 06",1.32211159370979,103.860446081902,465000,91,63,7.047,0.413125185355249,0.42963584577784,0.330518231700126,0.628316798961998,0.130272310626375,0.0904552448009098,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 ST. GEORGE'S RD","10 TO 12",1.32213978616474,103.860189808025,401000,82,55,7.047,0.437806008860033,0.451391233556838,0.346138967388657,0.654711127105267,0.106692354131615,0.113466622037869,1,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 ST. GEORGE'S RD","07 TO 09",1.322150383665,103.85926774741,353000,82,55,5.879,0.472122318412591,0.467916201539319,0.406496961828304,0.753448241291144,0.0601304543929753,0.210345962329912,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4B ST. GEORGE'S LANE","01 TO 03",1.32214722935906,103.860136837497,525000,106,75,7.047,0.4430715610286,0.456110571947903,0.349729799070908,0.660140927871661,0.102247124292081,0.118458768774752,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19 ST. GEORGE'S RD","04 TO 06",1.32210366473066,103.858342625086,425000,92,63,5.77,0.494957225788399,0.368555400844255,0.47764858784372,0.854809133923363,0.127555291804576,0.307434425099143,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1 ST. GEORGE'S RD","04 TO 06",1.32209984441634,103.860655566173,390000,82,54,7.053,0.394153639073603,0.413445239510829,0.320266293837429,0.606506610964584,0.15130251031153,0.0737090698973043,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16 ST. GEORGE'S RD","04 TO 06",1.32211381429584,103.85927955439,445000,94,63,5.879,0.476070242923046,0.469979173842037,0.402600379592834,0.75316806543561,0.0559013993999674,0.210038698055818,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23 ST. GEORGE'S RD","01 TO 03",1.32211077766557,103.862362116254,478000,97,62,6.762,0.277595168966651,0.328283167200567,0.309491029664656,0.429553833620007,0.336005122094439,0.106312503647956,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9 ST. GEORGE'S RD","04 TO 06",1.32213386644888,103.862123664267,418000,84,63,6.795,0.291634772684788,0.337651416775523,0.306655737945564,0.452529933134908,0.310305513816016,0.123730195216922,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204 ANG MO KIO AVE 3","01 TO 03",1.36736755852819,103.843920935718,330000,92,57,13.123,0.251406455657054,0.441826529918273,0.688514408067865,0.745085897265065,0.270822166000268,0.136459617370643,1,6,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175 ANG MO KIO AVE 4","07 TO 09",1.37572264709308,103.837123341994,360000,91,61,15.69,0.631844773257057,0.269725603882723,1.0969096046736,0.429487016840811,0.310188852337463,0.256986345592325,1,5,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543 ANG MO KIO AVE 10","01 TO 03",1.37430114417473,103.856235581791,370000,92,61,13.376,1.08241680044575,0.258295125492807,0.88628586281391,0.78007773512755,0.318756000690859,0.190618873621091,1,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118 ANG MO KIO AVE 4","04 TO 06",1.37329593649654,103.835475719134,375000,99,58,14.246,0.34731952149851,0.436475179034572,1.40931686837635,0.177616337097833,0.458674751858405,0.29945455955758,1,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411 ANG MO KIO AVE 10","04 TO 06",1.36339526691913,103.855273018614,380000,92,59,12.064,0.195822640878027,0.0700908169467082,0.886750235243282,0.913387539450056,0.337980260588605,0.102645538248826,1,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546 ANG MO KIO AVE 10","10 TO 12",1.37365123866689,103.857022220393,380000,92,61,13.284,1.01058809819932,0.298935266869521,0.921369218772157,0.823404939791235,0.312671875781115,0.226518276507686,1,2,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"428 ANG MO KIO AVE 3","07 TO 09",1.36893906457102,103.854412288513,385000,92,58,13.263,0.45906844003184,0.229211781642623,0.50053112329685,0.493389378789101,0.309057424935243,0.125190855608548,1,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173 ANG MO KIO AVE 4","04 TO 06",1.37531353711244,103.836245672487,395000,92,62,15.777,0.571065111420679,0.342716732395657,1.20218432730467,0.412961497845828,0.379998900172176,0.29027585292613,1,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607 ANG MO KIO AVE 4","10 TO 12",1.38046758670091,103.838816721629,395000,93,60,16.023,0.401969012345225,0.216567859276769,0.696971792576549,0.149851260571774,0.692723823391274,4.94665397116251e-08,1,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"603 ANG MO KIO AVE 5","07 TO 09",1.38020079047279,103.83575571651,395000,91,60,15.904,0.727833714726656,0.555788117391173,1.03726142536184,0.136617773863864,0.779188497987046,0.211033557228042,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511 ANG MO KIO AVE 8","07 TO 09",1.37356775015905,103.850154125155,4e+05,91,60,14.364,0.699408955274849,0.431967571777759,0.407329212151604,0.331690204642421,0.416881402059383,0.143077537317792,1,4,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205 ANG MO KIO AVE 1","07 TO 09",1.36694084363535,103.843582435016,408000,98,57,13.069,0.191514501952645,0.405159040574066,0.742788743071004,0.733847382924358,0.222007564501454,0.196255193683171,1,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433 ANG MO KIO AVE 10","10 TO 12",1.36807652285135,103.854353042615,409000,92,59,13.361,0.367252043980493,0.223135154938465,0.511574704097537,0.530036712477209,0.335291718534608,0.117066103659608,1,4,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"610 ANG MO KIO AVE 4","07 TO 09",1.37939470957037,103.839157231326,412000,95,60,15.942,0.342423323233132,0.247582627900342,0.695252533647033,0.234051004902045,0.571232004089608,0.124538506746038,1,5,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335 ANG MO KIO AVE 1","04 TO 06",1.36320996798464,103.850690597254,428000,91,62,12.097,0.334270190456107,0.288643881599123,0.683852695175797,0.424753755167389,0.349253300381061,0.093995572159311,1,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312 ANG MO KIO AVE 3","13 TO 15",1.36620036835108,103.848778360851,460000,98,58,12.299,0.144321481279694,0.238906569535257,0.370939368903689,0.511578370350859,0.212957093393386,0.12785042247218,2,7,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"326 ANG MO KIO AVE 3","13 TO 15",1.36706933818888,103.847902498352,463000,92,57,12.847,0.169235371196244,0.330091511745513,0.338391484905848,0.469340752260783,0.24726445439454,0.0806835690144568,2,8,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"627 ANG MO KIO AVE 9","10 TO 12",1.38183547752751,103.841369094655,490000,112,73,14.625,0.297935002286569,0.117795478980633,0.398304657226137,0.450493335827387,0.865586872931207,0.162863446431473,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"310C ANG MO KIO AVE 1","04 TO 06",1.36461194568101,103.844851256166,5e+05,94,92,12.255,0.25495444763388,0.382832920094129,0.770714548081063,0.442427530718608,0.314480117184563,0.2884029642323,1,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700A ANG MO KIO AVE 6","10 TO 12",1.36997128892861,103.846076487359,598000,90,83,12.983,0.169338036332661,0.251038257939072,0.387487736729887,0.473137483592458,0.194484221436741,0.114644512278342,2,7,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"310B ANG MO KIO AVE 1","25 TO 27",1.36464706979458,103.844250019479,750000,96,92,12.322,0.192261667374704,0.449630653401421,0.818600236737845,0.489222770540944,0.36064281280599,0.31238981577271,0,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35 BEDOK STH AVE 2","07 TO 09",1.32233220742919,103.939766219283,338000,90,57,13.531,0.346712236264009,0.255376275980047,0.908007357991278,0.381418159266178,0.291549431934698,0.217153936659979,0,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56 CHAI CHEE DR","01 TO 03",1.32635040550492,103.920064202822,345000,91,63,10.339,0.229837459840111,0.802253397538521,0.956509645577433,0.380888558784217,0.374869241959595,0.129044349626893,1,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524 BEDOK NTH ST 3","07 TO 09",1.33484035279202,103.930637846839,348000,92,59,16.343,0.129622054362471,0.176309581344621,0.264150127515419,0.634588825219871,0.202536153349191,0.303962888085808,1,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124 BEDOK NTH RD","07 TO 09",1.32925881944574,103.939046430321,350000,92,58,14.669,0.932914910237435,0.303691605247251,0.844098822859179,0.680016568007783,0.34168581760934,0.157080335348988,2,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128 BEDOK RESERVOIR RD","01 TO 03",1.33334609718403,103.911344064946,350000,84,66,14.337,1.46894075405832,0.302282236179622,0.367660523108728,0.679607224635179,0.343047011785585,0.271225005577551,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134 BEDOK RESERVOIR RD","04 TO 06",1.33277860691699,103.912631126804,350000,84,67,14.175,1.31606357114168,0.163837260831595,0.523529560071266,0.537045841185419,0.186713461456919,0.186713190805991,2,3,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142 BEDOK RESERVOIR RD","10 TO 12",1.33563649761465,103.913269358016,353000,84,66,11.674,1.34511816886121,0.287499982065304,0.533309307231287,0.780912960125366,0.349736868710966,0.349689290909984,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135 BEDOK RESERVOIR RD","10 TO 12",1.33314106418951,103.912523538101,358000,84,67,14.374,1.33585937072977,0.170324036352997,0.49529442313494,0.575987484340444,0.217015895672158,0.217015646263223,2,3,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 BEDOK NTH AVE 4","07 TO 09",1.3343559340081,103.939032711241,365000,92,58,15.269,0.963860887440571,0.26405848553885,0.796480230206,0.559284638913954,0.248760548675964,0.200761787391931,0,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133 BEDOK RESERVOIR RD","07 TO 09",1.33235744118922,103.911767964622,370000,84,67,14.178,1.3668692597991,0.269406334629514,0.467794692056616,0.570592214216024,0.266710264104055,0.229330661012247,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36 BEDOK STH AVE 2","13 TO 15",1.32163299655185,103.938441289401,375000,84,57,13.376,0.18124497702514,0.34438821614208,0.976282687853438,0.333368581883101,0.427349091943118,0.359870193563825,1,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"163 BEDOK STH RD","04 TO 06",1.3197279369589,103.946626870712,380000,83,65,14.001,1.09311674803827,0.785565131378207,0.825391562740225,0.226057948630652,0.335866258300006,0.203502109420271,1,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528 BEDOK NTH ST 3","04 TO 06",1.33490287587397,103.927838167286,382000,92,59,16.033,0.314602885458139,0.358013060932068,0.524343975778375,0.477351136202437,0.379643716373928,0.159957142456203,2,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120 BEDOK RESERVOIR RD","04 TO 06",1.33089247225844,103.909920867054,385000,104,65,13.938,1.46337289850257,0.52382295890404,0.479018511600135,0.662952833744731,0.487251310870304,0.046320716029477,2,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43 CHAI CHEE ST","10 TO 12",1.32834668503077,103.925654810377,385000,92,60,15.304,0.289277204195804,0.390343893525334,0.682146561398723,0.814845207727223,0.410433716033397,0.151649787349071,1,4,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 CHAI CHEE ST","07 TO 09",1.32881089989839,103.922129869924,385000,98,61,15.433,0.303801970272893,0.446240160808298,0.802245490567021,0.626757100263655,0.402794240293685,0.1438746880317,0,2,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103 BEDOK NTH AVE 4","13 TO 15",1.33348258777759,103.937542520091,390000,91,57,14.963,0.795572099280702,0.211865641912943,0.684371403558659,0.707140910401186,0.138986229517553,0.138985538250018,0,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"78 BEDOK NTH RD","07 TO 09",1.32726007220341,103.940848770214,390000,91,58,14.655,0.810312899262322,0.341176625879058,0.611891300060734,0.683137924511908,0.342825138805273,0.251941362863632,1,3,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80 BEDOK NTH RD","07 TO 09",1.32848132017235,103.940611608837,390000,91,58,14.452,0.914447370040286,0.440455567944941,0.654078460154776,0.619905617880949,0.480329646383037,0.314692872830446,1,4,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157 BEDOK STH AVE 3","10 TO 12",1.31873607930176,103.945715581305,396500,83,65,13.949,1.01538452138264,0.78966383977796,0.937110018866508,0.323333676318237,0.241584824496781,0.0699836385804765,1,2,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"543 BEDOK NTH ST 3","01 TO 03",1.33033659434823,103.923223544145,405000,92,60,16.455,0.116191376305014,0.240935362006407,0.76030031899805,0.513920753372471,0.194769789273433,0.194768800139465,0,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40 BEDOK STH RD","07 TO 09",1.3209863188336,103.939810017674,418000,92,58,13.299,0.324096324488932,0.383377899515852,0.999647596919011,0.247174255769471,0.41010851507571,0.343857768373917,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708 BEDOK NTH RD","01 TO 03",1.33503645745879,103.919311961318,420000,91,60,15.346,0.740395147479419,0.620893805385553,0.151945998500475,0.189942275895607,0.379073081151267,0.176351470847606,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39 BEDOK STH RD","13 TO 15",1.32139766306096,103.93973036061,422000,92,58,13.418,0.316653425827213,0.345733531922106,0.975687945554338,0.290901635486213,0.375529501280256,0.309576922004077,0,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"421 BEDOK NTH RD","10 TO 12",1.32825912318808,103.928973650256,431000,92,59,14.51,0.169757694438022,0.427441553617292,0.486357002171676,0.966729430967299,0.386965810900649,0.12300374254581,2,6,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"718 BEDOK RESERVOIR RD","04 TO 06",1.33663363411169,103.925744921529,435000,104,64,16.735,0.611336059876525,0.54583502916026,0.722241727367494,0.296755194228525,0.324694852199881,0.352730820744124,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667 JLN DAMAI","01 TO 03",1.33374545014475,103.908858611231,440000,108,76,14.055,1.71708078323557,0.581802643409563,0.142211914808532,0.921087542045637,0.496146947525001,0.169904154790832,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764 BEDOK RESERVOIR VIEW","10 TO 12",1.33587226296479,103.935400949109,545000,105,80,16.942,0.606775032873662,0.567482183447044,0.361644093732636,0.994907528261223,0.489909918515741,0.0672093659656846,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"183 BEDOK NTH RD","19 TO 21",1.32643686024316,103.941850926144,630000,92,85,14.454,0.807100106488982,0.261227920132197,0.50714001993371,0.542177989548457,0.244331416066844,0.181034222035083,0,3,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"185 BEDOK NTH RD","19 TO 21",1.32623725322603,103.940827550178,650000,92,85,14.319,0.716471999216561,0.229140388752843,0.623115903960297,0.638643399455319,0.235172232475301,0.140394675350264,1,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"220C BEDOK CTRL","04 TO 06",1.32553175509019,103.933854539923,680000,94,90,13.971,0.595558356690975,0.183327364133325,0.463619735249044,0.947569176450652,0.250567081437243,0.118784970015813,0,8,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219A BEDOK CTRL","13 TO 15",1.32531112114443,103.933278106545,690000,94,90,13.926,0.601824928372849,0.193750994172888,0.394995977064566,0.885871830599209,0.19514159394953,0.0530781619748036,0,8,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"220C BEDOK CTRL","16 TO 18",1.32553175509019,103.933854539923,720000,97,90,13.971,0.595558356690975,0.183327364133325,0.463619735249044,0.947569176450652,0.250567081437243,0.118784970015813,0,8,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"219C BEDOK CTRL","10 TO 12",1.32485598421255,103.933519574319,750000,97,90,14.105,0.560133969723593,0.246219700947935,0.405168801785449,0.868342722448078,0.241122798862169,0.0647243745052949,0,6,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"152 BISHAN ST 11","04 TO 06",1.34565720294218,103.854641447626,468888,93,68,9.964,0.0822332282496772,0.597331383696442,0.873728783685618,0.880162491506947,0.555503681998803,4.86216803905536e-08,2,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145 BISHAN ST 11","07 TO 09",1.34488600912462,103.85428449567,470000,84,67,9.937,0.0580157957368266,0.511576723994062,0.911216039334219,0.950460734805334,0.469210677159174,0.0940735950578242,2,4,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126 BISHAN ST 12","07 TO 09",1.34627451305877,103.852083743726,478000,84,67,10.342,0.236685117516216,0.712987460123588,0.645088202691134,0.803862615164253,0.392925823973961,0.153063011180953,3,5,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109 BISHAN ST 12","07 TO 09",1.34675059587742,103.847990168368,5e+05,84,65,10.914,0.685783514186358,0.930671144579554,0.452397386071092,0.437141209210542,0.302904213874471,0.1877689893801,0,3,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122 BISHAN ST 12","10 TO 12",1.34681988418358,103.850614135416,505000,84,66,10.607,0.410378324835082,0.838500874339884,0.52225619307757,0.634284002443651,0.250697837929131,0.0631627059338735,1,5,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"144 BISHAN ST 12","07 TO 09",1.34593563508849,103.853311673446,515000,103,68,10.386,0.101580310264879,0.638973413569331,0.753016535422511,0.940425333293149,0.518535472134126,0.151157825609726,2,4,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107 BISHAN ST 12","07 TO 09",1.34641761420969,103.847920706844,525000,84,65,10.949,0.685816550046352,0.89599012479393,0.489523852701782,0.465409139568788,0.336900792055277,0.217955810674742,0,3,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225 BISHAN ST 23","04 TO 06",1.35853006205077,103.847629904017,530000,103,72,12.935,0.777381398291077,0.620370120508388,0.816328899830114,0.325673768783274,0.084497143023476,0.160414166649147,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263 BISHAN ST 22","04 TO 06",1.3589002858095,103.842593312869,535000,106,72,13.244,0.411549869801677,0.85330249395136,1.08449825286227,0.594680011540463,0.228036741205857,0.239870960400266,2,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266 BISHAN ST 24","04 TO 06",1.35793002051239,103.842088092204,548000,104,72,13.21,0.291349138196692,0.863433995954957,1.03392722087192,0.492223088313447,0.204423051434974,0.315639306901496,0,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287 BISHAN ST 24","04 TO 06",1.35773053802359,103.843785453611,548000,103,72,12.937,0.418934873772968,0.862656718808084,0.90331031470604,0.496531087768334,0.0561404572619448,0.169592302247285,4,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232 BISHAN ST 22","04 TO 06",1.35823053289739,103.845705326271,550000,103,72,12.893,0.633929139793779,0.70882166917088,0.856240693724768,0.398121136058359,0.240989038535022,0.130890041400853,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250 BISHAN ST 22","04 TO 06",1.3616148191445,103.843937148209,550000,114,72,13.25,0.444818640633349,0.553760551741158,1.08457427678223,0.374102285306053,0.485938543293979,0.311461966699573,0,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184 BISHAN ST 13","10 TO 12",1.35006712276964,103.85253500527,560000,83,68,10.645,0.549631825459549,1.10391599603306,0.400486771967568,0.731210633660787,0.299350769001999,0.299350473157702,1,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"193 BISHAN ST 13","10 TO 12",1.34866564535341,103.850977151715,565000,83,68,10.871,0.499283627266653,1.00419927979821,0.355752732622713,0.58107079593864,0.145130745912579,0.15642931970493,1,6,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"260 BISHAN ST 22","07 TO 09",1.35960292271157,103.84223893939,568000,104,72,13.263,0.460703225701048,0.834252418492067,1.1708802791965,0.598827797881431,0.314447797788136,0.289354721953205,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255 BISHAN ST 22","01 TO 03",1.36166448826498,103.842753070079,568000,105,72,13.134,0.418045783717571,0.669058492521701,1.16625917182403,0.505989320043033,0.504391174449977,0.37613565426858,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
